ID,Spp,ScientificName,Region,month,Eff_mean,Eff_sd,Ov_mean,Ov_sd
S1549,SPH,Sphyrna lewini,PAC_NE,1,0,NA,0,NA
S1549,SPH,Sphyrna lewini,PAC_NE,2,4.21E-07,1.33E-06,10,NA
S1550,SPH,Sphyrna lewini,PAC_NE,1,0,NA,0,NA
S1550,SPH,Sphyrna lewini,PAC_NE,2,0,NA,0,NA
S1551,SPH,Sphyrna lewini,PAC_NE,1,0,0,0,NA
S1551,SPH,Sphyrna lewini,PAC_NE,11,0,0,0,NA
S1551,SPH,Sphyrna lewini,PAC_NE,12,0,0,0,NA
S1551,SPH,Sphyrna lewini,PAC_NE,2,0,NA,0,NA
S1552,SPH,Sphyrna lewini,PAC_NE,1,0,0,0,NA
S1552,SPH,Sphyrna lewini,PAC_NE,11,0,0,0,NA
S1552,SPH,Sphyrna lewini,PAC_NE,12,0,0,0,NA
S1553,SPH,Sphyrna lewini,PAC_NE,8,0,0,0,NA
S1553,SPH,Sphyrna lewini,PAC_NE,9,0,NA,0,NA
S1554,SPH,Sphyrna lewini,PAC_NE,7,0,NA,0,NA
S1554,SPH,Sphyrna lewini,PAC_NE,8,0,NA,0,NA
S1555,SPH,Sphyrna lewini,PAC_NE,10,0,NA,0,NA
S1555,SPH,Sphyrna lewini,PAC_NE,11,0,0,0,NA
S1555,SPH,Sphyrna lewini,PAC_NE,7,0,NA,0,NA
S1555,SPH,Sphyrna lewini,PAC_NE,8,0,0,0,NA
S1555,SPH,Sphyrna lewini,PAC_NE,9,0,0,0,NA
S1556,SPH,Sphyrna lewini,PAC_NE,6,0,0,0,NA
S1557,SPH,Sphyrna lewini,PAC_NE,3,0,0,0,NA
S1557,SPH,Sphyrna lewini,PAC_NE,4,0,NA,0,NA
S1558,SPH,Sphyrna lewini,PAC_NE,3,0,0,0,NA
S1558,SPH,Sphyrna lewini,PAC_NE,4,0,0,0,NA
S1564,SPH,Sphyrna lewini,ATL_N,4,0,NA,0,NA
S1564,SPH,Sphyrna lewini,ATL_N,5,1.20E-05,2.84E-05,16.66666667,NA
S1564,SPH,Sphyrna lewini,ATL_N,6,0,0,0,NA
S1564,SPH,Sphyrna lewini,ATL_N,7,0,NA,0,NA
S1565,SPH,Sphyrna lewini,ATL_N,4,0,0,0,NA
S1565,SPH,Sphyrna lewini,ATL_N,5,0,NA,0,NA
S1566,SPH,Sphyrna lewini,ATL_N,7,2.37E-05,5.05E-05,45.45454545,NA
S1567,SPH,Sphyrna lewini,ATL_N,3,0,0,0,NA
S1567,SPH,Sphyrna lewini,ATL_N,4,0,NA,0,NA
S1568,SPH,Sphyrna lewini,ATL_N,3,0,NA,0,NA
S1568,SPH,Sphyrna lewini,ATL_N,4,0,NA,0,NA
S1569,SPH,Sphyrna lewini,PAC_NE,3,0,0,0,NA
S1570,SPH,Sphyrna lewini,PAC_NE,3,0,0,0,NA
S1571,SPH,Sphyrna lewini,PAC_NE,3,0,0,0,NA
S1571,SPH,Sphyrna lewini,PAC_NE,4,0,NA,0,NA
S1572,SPH,Sphyrna lewini,PAC_NE,3,0,0,0,NA
S1573,SPH,Sphyrna lewini,PAC_NE,3,0,NA,0,NA
S1573,SPH,Sphyrna lewini,PAC_NE,4,0,NA,0,NA
S1573,SPH,Sphyrna lewini,PAC_NE,5,0,0,0,NA
S1573,SPH,Sphyrna lewini,PAC_NE,6,0,0,0,NA
S1573,SPH,Sphyrna lewini,PAC_NE,7,0,NA,0,NA
S1573,SPH,Sphyrna lewini,PAC_NE,8,0,NA,0,NA
S1574,SPH,Sphyrna lewini,PAC_NE,3,0,0,0,NA
S1575,SPH,Sphyrna lewini,PAC_NE,3,0,0,0,NA
S1576,SPH,Sphyrna mokarran,ATL_N,2,0,0,0,NA
S1577,SPH,Sphyrna mokarran,ATL_N,2,0,NA,0,NA
S1578,SPH,Sphyrna mokarran,ATL_N,12,0,NA,0,NA
S1578,SPH,Sphyrna mokarran,ATL_N,7,0,0,0,NA
S1578,SPH,Sphyrna mokarran,ATL_N,8,0,0,0,NA
S1578,SPH,Sphyrna mokarran,ATL_N,9,0,0,0,NA
S1579,SPH,Sphyrna mokarran,ATL_N,8,0,NA,0,NA
S1579,SPH,Sphyrna mokarran,ATL_N,9,0,NA,0,NA
S1580,SPH,Sphyrna mokarran,ATL_N,7,0,NA,0,NA
S1581,SPH,Sphyrna mokarran,ATL_N,4,0,0,0,NA
S1581,SPH,Sphyrna mokarran,ATL_N,5,0,0,0,NA
S1582,SPH,Sphyrna mokarran,ATL_N,5,0,NA,0,NA
S1583,SPH,Sphyrna mokarran,ATL_N,4,0,NA,0,NA
S1583,SPH,Sphyrna mokarran,ATL_N,5,0.000643626,NA,100,NA
S1584,SPH,Sphyrna mokarran,ATL_N,5,0,0,0,NA
S1585,SPH,Sphyrna mokarran,ATL_N,4,3.10E-06,5.37E-06,33.33333333,NA
S1586,SPH,Sphyrna mokarran,ATL_N,3,0,0,0,NA
S1586,SPH,Sphyrna mokarran,ATL_N,4,1.73E-05,4.57E-05,14.28571429,NA
S1586,SPH,Sphyrna mokarran,ATL_N,5,0,NA,0,NA
S1587,SPH,Sphyrna mokarran,ATL_N,4,0,NA,0,NA
S1587,SPH,Sphyrna mokarran,ATL_N,5,0,NA,0,NA
S1588,SPH,Sphyrna mokarran,ATL_N,6,0,NA,0,NA
S1589,SPH,Sphyrna mokarran,ATL_N,11,0,0,0,NA
S1589,SPH,Sphyrna mokarran,ATL_N,12,0,NA,0,NA
S1590,SPH,Sphyrna mokarran,ATL_N,11,0,0,0,NA
S1590,SPH,Sphyrna mokarran,ATL_N,12,0,NA,0,NA
S1590,SPH,Sphyrna mokarran,ATL_N,5,0,0,0,NA
S1590,SPH,Sphyrna mokarran,ATL_N,6,0,0,0,NA
S1590,SPH,Sphyrna mokarran,ATL_N,7,0,NA,0,NA
S1590,SPH,Sphyrna mokarran,ATL_N,8,0,0,0,NA
S1591,SPH,Sphyrna mokarran,ATL_N,11,0,NA,0,NA
S1591,SPH,Sphyrna mokarran,ATL_N,12,0,NA,0,NA
S1592,SPH,Sphyrna mokarran,ATL_N,4,0,NA,0,NA
S1592,SPH,Sphyrna mokarran,ATL_N,5,0,NA,0,NA
S1593,SPH,Sphyrna mokarran,ATL_N,8,0,NA,0,NA
S1594,SPH,Sphyrna mokarran,ATL_N,5,1.02E-05,2.03E-05,25,NA
S1595,SPH,Sphyrna mokarran,ATL_N,3,0,0,0,NA
S1595,SPH,Sphyrna mokarran,ATL_N,4,5.55E-05,5.68E-05,57.14285714,NA
S1596,SPH,Sphyrna mokarran,ATL_N,1,0,0,0,NA
S1596,SPH,Sphyrna mokarran,ATL_N,2,0,NA,0,NA
S1597,SPH,Sphyrna mokarran,ATL_N,3,0,0,0,NA
S1598,SPH,Sphyrna mokarran,ATL_N,3,0,0,0,NA
S1598,SPH,Sphyrna mokarran,ATL_N,4,0,0,0,NA
S1598,SPH,Sphyrna mokarran,ATL_N,5,0,NA,0,NA
S1599,SPH,Sphyrna mokarran,ATL_N,3,0,0,0,NA
S1599,SPH,Sphyrna mokarran,ATL_N,4,0,NA,0,NA
S1600,SPH,Sphyrna mokarran,ATL_N,6,0,0,0,NA
S1601,SPH,Sphyrna mokarran,ATL_N,3,0,0,0,NA
S1601,SPH,Sphyrna mokarran,ATL_N,4,0,0,0,NA
S1602,SPH,Sphyrna mokarran,ATL_N,1,0,0,0,NA
S1602,SPH,Sphyrna mokarran,ATL_N,2,0,NA,0,NA
S1603,SPH,Sphyrna mokarran,ATL_N,4,0,0,0,NA
S1603,SPH,Sphyrna mokarran,ATL_N,5,0.000434452,0.000614408,50,NA
S1604,SPH,Sphyrna mokarran,ATL_N,1,0,0,0,NA
S1604,SPH,Sphyrna mokarran,ATL_N,2,0,0,0,NA
S1604,SPH,Sphyrna mokarran,ATL_N,3,0,0,0,NA
S1604,SPH,Sphyrna mokarran,ATL_N,4,0,0,0,NA
S1604,SPH,Sphyrna mokarran,ATL_N,5,0,NA,0,NA
S1605,SPH,Sphyrna mokarran,ATL_N,2,0,0,0,NA
S1605,SPH,Sphyrna mokarran,ATL_N,3,0,NA,0,NA
S1606,SPH,Sphyrna mokarran,ATL_N,2,0,NA,0,NA
S1606,SPH,Sphyrna mokarran,ATL_N,3,0,NA,0,NA
S1607,SPH,Sphyrna mokarran,ATL_N,4,0,0,0,NA
S1607,SPH,Sphyrna mokarran,ATL_N,5,0.00021359,0.000376386,33.33333333,NA
S1607,SPH,Sphyrna mokarran,ATL_N,6,0,0,0,NA
S1608,SPH,Sphyrna mokarran,ATL_N,3,0,NA,0,NA
S1608,SPH,Sphyrna mokarran,ATL_N,4,0,0,0,NA
S1609,SPH,Sphyrna mokarran,ATL_N,4,0,0,0,NA
S1610,SPH,Sphyrna zygaena,ATL_N,7,0.000225106,0.000216548,100,NA
S1610,SPH,Sphyrna zygaena,ATL_N,8,0.000605719,0.000818417,66.66666667,NA
S1673,IOX,Isurus paucus,ATL_N,11,0.000403868,0.000307028,100,NA
S1673,IOX,Isurus paucus,ATL_N,12,0.000205749,0.000359579,50,NA
S281,IOX,Isurus oxyrinchus,AUSTRL,10,0.000814933,0.001256028,50,NA
S281,IOX,Isurus oxyrinchus,AUSTRL,11,0.001569141,0.003895606,44.44444444,NA
S281,IOX,Isurus oxyrinchus,AUSTRL,12,0,0,0,NA
S281,IOX,Isurus oxyrinchus,AUSTRL,2,4.10E-07,8.19E-07,25,NA
S281,IOX,Isurus oxyrinchus,AUSTRL,3,0,0,0,NA
S281,IOX,Isurus oxyrinchus,AUSTRL,4,0,0,0,NA
S281,IOX,Isurus oxyrinchus,AUSTRL,5,1.49E-05,5.17E-05,8.333333333,NA
S281,IOX,Isurus oxyrinchus,AUSTRL,6,0.000689066,0.002430887,27.27272727,NA
S281,IOX,Isurus oxyrinchus,AUSTRL,7,0.000234176,0.000675205,15.78947368,NA
S281,IOX,Isurus oxyrinchus,AUSTRL,8,0,0,0,NA
S281,IOX,Isurus oxyrinchus,AUSTRL,9,0.00048929,0.001431651,25,NA
S282,IOX,Isurus oxyrinchus,AUSTRL,1,0.000273151,NA,100,NA
S282,IOX,Isurus oxyrinchus,AUSTRL,10,0.000178294,0.00019082,66.66666667,NA
S282,IOX,Isurus oxyrinchus,AUSTRL,11,0.000253896,0.000335742,80,NA
S282,IOX,Isurus oxyrinchus,AUSTRL,12,0.005279791,0.009944099,75,NA
S282,IOX,Isurus oxyrinchus,AUSTRL,2,0,0,0,NA
S282,IOX,Isurus oxyrinchus,AUSTRL,3,0.000803168,0.001135851,50,NA
S282,IOX,Isurus oxyrinchus,AUSTRL,4,0.000127069,0.00022664,50,NA
S282,IOX,Isurus oxyrinchus,AUSTRL,5,3.37E-06,7.53E-06,20,NA
S282,IOX,Isurus oxyrinchus,AUSTRL,6,8.94E-05,0.000250815,14.28571429,NA
S282,IOX,Isurus oxyrinchus,AUSTRL,7,0.000538117,0.001346001,46.15384615,NA
S282,IOX,Isurus oxyrinchus,AUSTRL,8,0.000202029,0.000450018,47.05882353,NA
S282,IOX,Isurus oxyrinchus,AUSTRL,9,0.000310586,0.000569725,57.14285714,NA
S283,IOX,Isurus oxyrinchus,ATL_N,1,0,0,0,NA
S283,IOX,Isurus oxyrinchus,ATL_N,10,0,NA,0,NA
S283,IOX,Isurus oxyrinchus,ATL_N,11,0,0,0,NA
S283,IOX,Isurus oxyrinchus,ATL_N,12,0,0,0,NA
S283,IOX,Isurus oxyrinchus,ATL_N,2,0,0,0,NA
S283,IOX,Isurus oxyrinchus,ATL_N,3,0,0,0,NA
S283,IOX,Isurus oxyrinchus,ATL_N,4,0,0,0,NA
S283,IOX,Isurus oxyrinchus,ATL_N,5,0,0,0,NA
S283,IOX,Isurus oxyrinchus,ATL_N,6,0,0,0,NA
S283,IOX,Isurus oxyrinchus,ATL_N,7,0,0,0,NA
S283,IOX,Isurus oxyrinchus,ATL_N,8,0,0,0,NA
S283,IOX,Isurus oxyrinchus,ATL_N,9,0,0,0,NA
S284,IOX,Isurus oxyrinchus,ATL_N,1,0,NA,0,NA
S284,IOX,Isurus oxyrinchus,ATL_N,10,0,0,0,NA
S284,IOX,Isurus oxyrinchus,ATL_N,11,0,0,0,NA
S284,IOX,Isurus oxyrinchus,ATL_N,12,0,NA,0,NA
S284,IOX,Isurus oxyrinchus,ATL_N,3,0,NA,0,NA
S284,IOX,Isurus oxyrinchus,ATL_N,4,0,0,0,NA
S284,IOX,Isurus oxyrinchus,ATL_N,5,0,0,0,NA
S284,IOX,Isurus oxyrinchus,ATL_N,6,2.55E-05,4.42E-05,33.33333333,NA
S284,IOX,Isurus oxyrinchus,ATL_N,7,0,0,0,NA
S284,IOX,Isurus oxyrinchus,ATL_N,8,0,0,0,NA
S284,IOX,Isurus oxyrinchus,ATL_N,9,0,0,0,NA
S285,IOX,Isurus oxyrinchus,ATL_N,1,6.36E-05,0.000201072,9.523809524,NA
S285,IOX,Isurus oxyrinchus,ATL_N,10,0.001980501,0.003180926,100,NA
S285,IOX,Isurus oxyrinchus,ATL_N,11,0.000677289,0.00102735,33.33333333,NA
S285,IOX,Isurus oxyrinchus,ATL_N,12,0,0,0,NA
S285,IOX,Isurus oxyrinchus,ATL_N,2,0,0,0,NA
S285,IOX,Isurus oxyrinchus,ATL_N,3,0,0,0,NA
S285,IOX,Isurus oxyrinchus,ATL_N,4,2.59E-05,8.86E-05,10,NA
S285,IOX,Isurus oxyrinchus,ATL_N,5,5.53E-05,0.000110166,57.14285714,NA
S285,IOX,Isurus oxyrinchus,ATL_N,6,0.000387537,0.000418625,100,NA
S285,IOX,Isurus oxyrinchus,ATL_N,7,0.000486858,0.000321529,100,NA
S285,IOX,Isurus oxyrinchus,ATL_N,8,0.000504147,0.000683417,100,NA
S285,IOX,Isurus oxyrinchus,ATL_N,9,0.002674195,0.002228594,100,NA
S286,IOX,Isurus oxyrinchus,ATL_N,1,0,0,0,NA
S286,IOX,Isurus oxyrinchus,ATL_N,10,0,0,0,NA
S286,IOX,Isurus oxyrinchus,ATL_N,11,0,0,0,NA
S286,IOX,Isurus oxyrinchus,ATL_N,12,0,0,0,NA
S286,IOX,Isurus oxyrinchus,ATL_N,4,0,0,0,NA
S286,IOX,Isurus oxyrinchus,ATL_N,5,0,0,0,NA
S286,IOX,Isurus oxyrinchus,ATL_N,6,0,0,0,NA
S286,IOX,Isurus oxyrinchus,ATL_N,7,0,0,0,NA
S286,IOX,Isurus oxyrinchus,ATL_N,8,0,0,0,NA
S286,IOX,Isurus oxyrinchus,ATL_N,9,0,0,0,NA
S287,IOX,Isurus oxyrinchus,ATL_N,10,0,NA,0,NA
S287,IOX,Isurus oxyrinchus,ATL_N,11,0,0,0,NA
S287,IOX,Isurus oxyrinchus,ATL_N,4,0,0,0,NA
S287,IOX,Isurus oxyrinchus,ATL_N,5,0,0,0,NA
S287,IOX,Isurus oxyrinchus,ATL_N,6,0,NA,0,NA
S288,IOX,Isurus oxyrinchus,ATL_N,5,4.66E-06,6.59E-06,50,NA
S288,IOX,Isurus oxyrinchus,ATL_N,6,1.21E-06,2.36E-06,35.71428571,NA
S288,IOX,Isurus oxyrinchus,ATL_N,7,5.58E-06,1.57E-05,15,NA
S288,IOX,Isurus oxyrinchus,ATL_N,8,0.000222194,0.000283337,85.71428571,NA
S288,IOX,Isurus oxyrinchus,ATL_N,9,0.001226592,NA,100,NA
S289,IOX,Isurus oxyrinchus,ATL_N,1,1.05E-05,4.58E-05,5.263157895,NA
S289,IOX,Isurus oxyrinchus,ATL_N,10,0.00088087,0.001332635,66.66666667,NA
S289,IOX,Isurus oxyrinchus,ATL_N,11,8.73E-06,2.60E-05,14.28571429,NA
S289,IOX,Isurus oxyrinchus,ATL_N,12,5.27E-06,2.17E-05,5.882352941,NA
S289,IOX,Isurus oxyrinchus,ATL_N,2,7.81E-06,2.54E-05,14.28571429,NA
S289,IOX,Isurus oxyrinchus,ATL_N,3,0.000270206,0.000676083,30,NA
S289,IOX,Isurus oxyrinchus,ATL_N,5,2.35E-06,2.72E-06,50,NA
S289,IOX,Isurus oxyrinchus,ATL_N,6,4.32E-07,1.48E-06,14.28571429,NA
S289,IOX,Isurus oxyrinchus,ATL_N,7,8.63E-05,0.000146573,50,NA
S289,IOX,Isurus oxyrinchus,ATL_N,8,0.000243265,0.000295785,62.5,NA
S289,IOX,Isurus oxyrinchus,ATL_N,9,0.004205692,0.003345095,100,NA
S290,IOX,Isurus oxyrinchus,ATL_N,1,0.000375535,0.000406275,100,NA
S290,IOX,Isurus oxyrinchus,ATL_N,10,0,0,0,NA
S290,IOX,Isurus oxyrinchus,ATL_N,11,0,0,0,NA
S290,IOX,Isurus oxyrinchus,ATL_N,12,3.91E-05,9.84E-05,20.83333333,NA
S290,IOX,Isurus oxyrinchus,ATL_N,2,0.001456749,NA,100,NA
S290,IOX,Isurus oxyrinchus,ATL_N,5,4.72E-06,4.75E-06,66.66666667,NA
S290,IOX,Isurus oxyrinchus,ATL_N,6,1.51E-06,4.54E-06,11.11111111,NA
S290,IOX,Isurus oxyrinchus,ATL_N,7,9.89E-05,0.000195394,44.82758621,NA
S290,IOX,Isurus oxyrinchus,ATL_N,8,0.000358277,0.000528153,94.44444444,NA
S290,IOX,Isurus oxyrinchus,ATL_N,9,8.18E-05,0.000279105,15.38461538,NA
S291,IOX,Isurus oxyrinchus,ATL_N,1,0.000877908,0.000915168,92.30769231,NA
S291,IOX,Isurus oxyrinchus,ATL_N,10,0.000212226,0.000271151,57.89473684,NA
S291,IOX,Isurus oxyrinchus,ATL_N,11,0.000492481,0.000790421,81.81818182,NA
S291,IOX,Isurus oxyrinchus,ATL_N,12,0.000152269,0.000255757,46.15384615,NA
S291,IOX,Isurus oxyrinchus,ATL_N,2,0,0,0,NA
S291,IOX,Isurus oxyrinchus,ATL_N,3,0,0,0,NA
S291,IOX,Isurus oxyrinchus,ATL_N,4,0.000379358,0.001031527,25,NA
S291,IOX,Isurus oxyrinchus,ATL_N,5,0.002610715,0.003064288,100,NA
S291,IOX,Isurus oxyrinchus,ATL_N,6,0.001331493,0.002157913,75,NA
S291,IOX,Isurus oxyrinchus,ATL_N,7,0.000411265,0.000521179,95.45454545,NA
S291,IOX,Isurus oxyrinchus,ATL_N,8,0.000223509,0.000249046,82.35294118,NA
S291,IOX,Isurus oxyrinchus,ATL_N,9,0.000690645,0.001243394,100,NA
S292,IOX,Isurus oxyrinchus,ATL_N,3,0,0,0,NA
S292,IOX,Isurus oxyrinchus,ATL_N,4,0,0,0,NA
S292,IOX,Isurus oxyrinchus,ATL_N,5,0,0,0,NA
S292,IOX,Isurus oxyrinchus,ATL_N,6,0,0,0,NA
S292,IOX,Isurus oxyrinchus,ATL_N,7,0,0,0,NA
S293,IOX,Isurus oxyrinchus,ATL_N,8,0.000333521,0.000330548,100,NA
S294,IOX,Isurus oxyrinchus,ATL_N,1,0.000156409,0.000379848,21.42857143,NA
S294,IOX,Isurus oxyrinchus,ATL_N,10,0.000845022,0.000617169,100,NA
S294,IOX,Isurus oxyrinchus,ATL_N,11,0.001269626,0.000931471,100,NA
S294,IOX,Isurus oxyrinchus,ATL_N,12,0.0004709,0.000684616,75,NA
S294,IOX,Isurus oxyrinchus,ATL_N,2,0.000389568,0.00098966,45.45454545,NA
S294,IOX,Isurus oxyrinchus,ATL_N,3,0.000623352,0.001240911,76.92307692,NA
S294,IOX,Isurus oxyrinchus,ATL_N,4,0.00022279,0.000248648,76.92307692,NA
S294,IOX,Isurus oxyrinchus,ATL_N,5,0.000126826,0.000292441,46.66666667,NA
S294,IOX,Isurus oxyrinchus,ATL_N,6,0.000795346,0.000941879,100,NA
S294,IOX,Isurus oxyrinchus,ATL_N,7,0.001719133,0.001698695,100,NA
S294,IOX,Isurus oxyrinchus,ATL_N,8,0.010087778,0.001780136,100,NA
S294,IOX,Isurus oxyrinchus,ATL_N,9,0.001776413,0.001674444,100,NA
S295,IOX,Isurus oxyrinchus,ATL_N,5,2.35E-06,2.72E-06,50,NA
S295,IOX,Isurus oxyrinchus,ATL_N,6,1.72E-06,4.58E-06,27.27272727,NA
S295,IOX,Isurus oxyrinchus,ATL_N,7,0.000396641,0.000371962,94.44444444,NA
S295,IOX,Isurus oxyrinchus,ATL_N,8,0.000522997,0.000408764,100,NA
S296,IOX,Isurus oxyrinchus,ATL_N,1,0,0,0,NA
S296,IOX,Isurus oxyrinchus,ATL_N,10,0.000538473,0.000317748,100,NA
S296,IOX,Isurus oxyrinchus,ATL_N,11,4.51E-06,1.75E-05,6.666666667,NA
S296,IOX,Isurus oxyrinchus,ATL_N,12,0,0,0,NA
S296,IOX,Isurus oxyrinchus,ATL_N,2,1.39E-05,5.00E-05,7.692307692,NA
S296,IOX,Isurus oxyrinchus,ATL_N,3,0,0,0,NA
S296,IOX,Isurus oxyrinchus,ATL_N,4,0.00152095,0.001549391,100,NA
S296,IOX,Isurus oxyrinchus,ATL_N,5,0.00015234,0.00034563,55,NA
S296,IOX,Isurus oxyrinchus,ATL_N,6,0.000313332,0.000794473,84.61538462,NA
S296,IOX,Isurus oxyrinchus,ATL_N,7,0.001214628,0.000943119,100,NA
S296,IOX,Isurus oxyrinchus,ATL_N,8,0.00104593,0.001189013,100,NA
S296,IOX,Isurus oxyrinchus,ATL_N,9,0.00198804,0.001424659,100,NA
S297,IOX,Isurus oxyrinchus,ATL_N,1,0,NA,0,NA
S297,IOX,Isurus oxyrinchus,ATL_N,10,0,0,0,NA
S297,IOX,Isurus oxyrinchus,ATL_N,11,0,0,0,NA
S297,IOX,Isurus oxyrinchus,ATL_N,12,0,0,0,NA
S297,IOX,Isurus oxyrinchus,ATL_N,2,0,NA,0,NA
S297,IOX,Isurus oxyrinchus,ATL_N,3,0,0,0,NA
S297,IOX,Isurus oxyrinchus,ATL_N,4,0.000158378,0.000409243,22.72727273,NA
S297,IOX,Isurus oxyrinchus,ATL_N,5,0.00203418,0.004925997,57.14285714,NA
S297,IOX,Isurus oxyrinchus,ATL_N,6,0.001202688,0.003334896,62.5,NA
S297,IOX,Isurus oxyrinchus,ATL_N,7,0.002933042,0.006567554,83.33333333,NA
S297,IOX,Isurus oxyrinchus,ATL_N,8,0.000545442,0.000715833,50,NA
S297,IOX,Isurus oxyrinchus,ATL_N,9,0,0,0,NA
S298,IOX,Isurus oxyrinchus,ATL_N,3,0,NA,0,NA
S298,IOX,Isurus oxyrinchus,ATL_N,4,0,NA,0,NA
S298,IOX,Isurus oxyrinchus,ATL_N,5,0,0,0,NA
S298,IOX,Isurus oxyrinchus,ATL_N,6,0,NA,0,NA
S298,IOX,Isurus oxyrinchus,ATL_N,7,0,0,0,NA
S298,IOX,Isurus oxyrinchus,ATL_N,8,0,0,0,NA
S299,IOX,Isurus oxyrinchus,ATL_N,1,0,NA,0,NA
S299,IOX,Isurus oxyrinchus,ATL_N,10,0,0,0,NA
S299,IOX,Isurus oxyrinchus,ATL_N,11,0.000756908,0.001319457,66.66666667,NA
S299,IOX,Isurus oxyrinchus,ATL_N,12,0,0,0,NA
S299,IOX,Isurus oxyrinchus,ATL_N,2,0,0,0,NA
S299,IOX,Isurus oxyrinchus,ATL_N,3,0,0,0,NA
S299,IOX,Isurus oxyrinchus,ATL_N,4,0,0,0,NA
S299,IOX,Isurus oxyrinchus,ATL_N,5,0,0,0,NA
S299,IOX,Isurus oxyrinchus,ATL_N,6,0,0,0,NA
S299,IOX,Isurus oxyrinchus,ATL_N,7,6.56E-05,0.000214963,9.523809524,NA
S299,IOX,Isurus oxyrinchus,ATL_N,8,0.000267824,0.000688074,21.42857143,NA
S299,IOX,Isurus oxyrinchus,ATL_N,9,0,0,0,NA
S300,IOX,Isurus oxyrinchus,ATL_N,1,0,NA,0,NA
S300,IOX,Isurus oxyrinchus,ATL_N,12,0,0,0,NA
S301,IOX,Isurus oxyrinchus,ATL_N,1,0.000322046,0.000356777,77.77777778,NA
S301,IOX,Isurus oxyrinchus,ATL_N,10,0.000383317,0.000549248,63.63636364,NA
S301,IOX,Isurus oxyrinchus,ATL_N,11,0.00066677,0.001243674,42.85714286,NA
S301,IOX,Isurus oxyrinchus,ATL_N,12,7.22E-05,0.000193549,35,NA
S301,IOX,Isurus oxyrinchus,ATL_N,3,0,0,0,NA
S301,IOX,Isurus oxyrinchus,ATL_N,4,0,0,0,NA
S301,IOX,Isurus oxyrinchus,ATL_N,5,1.28E-06,4.89E-06,8.333333333,NA
S301,IOX,Isurus oxyrinchus,ATL_N,6,4.37E-05,0.000126834,46.66666667,NA
S301,IOX,Isurus oxyrinchus,ATL_N,7,1.84E-05,3.18E-05,66.66666667,NA
S301,IOX,Isurus oxyrinchus,ATL_N,8,0.00023985,0.000289155,75,NA
S301,IOX,Isurus oxyrinchus,ATL_N,9,0.000105072,0.000277391,27.27272727,NA
S302,IOX,Isurus oxyrinchus,ATL_N,1,0,0,0,NA
S302,IOX,Isurus oxyrinchus,ATL_N,10,0,NA,0,NA
S302,IOX,Isurus oxyrinchus,ATL_N,11,0,0,0,NA
S302,IOX,Isurus oxyrinchus,ATL_N,12,0,0,0,NA
S302,IOX,Isurus oxyrinchus,ATL_N,2,0,0,0,NA
S302,IOX,Isurus oxyrinchus,ATL_N,3,0,0,0,NA
S302,IOX,Isurus oxyrinchus,ATL_N,4,0,0,0,NA
S302,IOX,Isurus oxyrinchus,ATL_N,5,0,0,0,NA
S302,IOX,Isurus oxyrinchus,ATL_N,6,0.000498534,0.001318997,14.28571429,NA
S302,IOX,Isurus oxyrinchus,ATL_N,7,0,0,0,NA
S302,IOX,Isurus oxyrinchus,ATL_N,8,0,0,0,NA
S302,IOX,Isurus oxyrinchus,ATL_N,9,0,NA,0,NA
S303,IOX,Isurus oxyrinchus,ATL_N,3,0,NA,0,NA
S303,IOX,Isurus oxyrinchus,ATL_N,4,0,NA,0,NA
S304,IOX,Isurus oxyrinchus,ATL_N,10,0,NA,0,NA
S304,IOX,Isurus oxyrinchus,ATL_N,3,0,NA,0,NA
S304,IOX,Isurus oxyrinchus,ATL_N,4,0,0,0,NA
S304,IOX,Isurus oxyrinchus,ATL_N,5,0,0,0,NA
S304,IOX,Isurus oxyrinchus,ATL_N,6,0,0,0,NA
S304,IOX,Isurus oxyrinchus,ATL_N,7,0,0,0,NA
S304,IOX,Isurus oxyrinchus,ATL_N,8,0,0,0,NA
S304,IOX,Isurus oxyrinchus,ATL_N,9,0,NA,0,NA
S305,IOX,Isurus oxyrinchus,ATL_N,1,0.000145121,0.000410463,12.5,NA
S305,IOX,Isurus oxyrinchus,ATL_N,10,0,0,0,NA
S305,IOX,Isurus oxyrinchus,ATL_N,11,0,0,0,NA
S305,IOX,Isurus oxyrinchus,ATL_N,12,0,0,0,NA
S305,IOX,Isurus oxyrinchus,ATL_N,2,0.000567425,0.001454772,22.22222222,NA
S305,IOX,Isurus oxyrinchus,ATL_N,3,0,0,0,NA
S305,IOX,Isurus oxyrinchus,ATL_N,4,0,0,0,NA
S305,IOX,Isurus oxyrinchus,ATL_N,5,0,0,0,NA
S305,IOX,Isurus oxyrinchus,ATL_N,6,0.001028353,0.003301642,37.5,NA
S305,IOX,Isurus oxyrinchus,ATL_N,7,0,0,0,NA
S305,IOX,Isurus oxyrinchus,ATL_N,8,0,0,0,NA
S305,IOX,Isurus oxyrinchus,ATL_N,9,0,0,0,NA
S306,IOX,Isurus oxyrinchus,ATL_N,1,0.000180917,0.000313357,33.33333333,NA
S306,IOX,Isurus oxyrinchus,ATL_N,10,0.000611194,0.000589787,94.73684211,NA
S306,IOX,Isurus oxyrinchus,ATL_N,11,0.001466629,0.00253814,100,NA
S306,IOX,Isurus oxyrinchus,ATL_N,12,0.000575249,0.000724534,71.42857143,NA
