ID,Spp,ScientificName,Region,Eff_mean,Eff_sd,Ov_mean,Ov_sd
S1576,SPH,Sphyrna mokarran,ATL_N,0,0,0,NA
S1577,SPH,Sphyrna mokarran,ATL_N,0,NA,0,NA
S1578,SPH,Sphyrna mokarran,ATL_N,0,0,0,0
S1579,SPH,Sphyrna mokarran,ATL_N,0,0,0,0
S1580,SPH,Sphyrna mokarran,ATL_N,0,NA,0,NA
S1581,SPH,Sphyrna mokarran,ATL_N,0,0,0,0
S1582,SPH,Sphyrna mokarran,ATL_N,0,NA,0,NA
S1583,SPH,Sphyrna mokarran,ATL_N,0.000321813,0.000455113,50,70.71067812
S1584,SPH,Sphyrna mokarran,ATL_N,0,0,0,NA
S1585,SPH,Sphyrna mokarran,ATL_N,3.10E-06,5.37E-06,33.33333333,NA
S1586,SPH,Sphyrna mokarran,ATL_N,9.31E-06,3.36E-05,4.761904762,8.247860988
S1587,SPH,Sphyrna mokarran,ATL_N,0,0,0,0
S1588,SPH,Sphyrna mokarran,ATL_N,0,NA,0,NA
S1589,SPH,Sphyrna mokarran,ATL_N,0,0,0,0
S1590,SPH,Sphyrna mokarran,ATL_N,0,0,0,0
S1591,SPH,Sphyrna mokarran,ATL_N,0,0,0,0
S1592,SPH,Sphyrna mokarran,ATL_N,0,0,0,0
S1593,SPH,Sphyrna mokarran,ATL_N,0,NA,0,NA
S1594,SPH,Sphyrna mokarran,ATL_N,1.02E-05,2.03E-05,25,NA
S1595,SPH,Sphyrna mokarran,ATL_N,3.24E-05,5.07E-05,28.57142857,40.40610178
S1596,SPH,Sphyrna mokarran,ATL_N,0,0,0,0
S1597,SPH,Sphyrna mokarran,ATL_N,0,0,0,NA
S1598,SPH,Sphyrna mokarran,ATL_N,0,0,0,0
S1599,SPH,Sphyrna mokarran,ATL_N,0,0,0,0
S1600,SPH,Sphyrna mokarran,ATL_N,0,0,0,NA
S1601,SPH,Sphyrna mokarran,ATL_N,0,0,0,0
S1602,SPH,Sphyrna mokarran,ATL_N,0,0,0,0
S1603,SPH,Sphyrna mokarran,ATL_N,0.000217226,0.000434452,25,35.35533906
S1604,SPH,Sphyrna mokarran,ATL_N,0,0,0,0
S1605,SPH,Sphyrna mokarran,ATL_N,0,0,0,0
S1606,SPH,Sphyrna mokarran,ATL_N,0,0,0,0
S1607,SPH,Sphyrna mokarran,ATL_N,0.000120145,0.000295856,11.11111111,19.24500897
S1608,SPH,Sphyrna mokarran,ATL_N,0,0,0,0
S1609,SPH,Sphyrna mokarran,ATL_N,0,0,0,NA
S1610,SPH,Sphyrna zygaena,ATL_N,0.000388226,0.000536755,83.33333333,23.57022604
S1673,IOX,Isurus paucus,ATL_N,0.000304809,0.000335148,75,35.35533906
S281,IOX,Isurus oxyrinchus,AUSTRL,0.000424742,0.001674021,17.80363443,18.1692015
S282,IOX,Isurus oxyrinchus,AUSTRL,0.000458066,0.002115267,50.52565898,28.68232905
S283,IOX,Isurus oxyrinchus,ATL_N,0,0,0,0
S284,IOX,Isurus oxyrinchus,ATL_N,1.87E-06,1.20E-05,3.03030303,10.05037815
S285,IOX,Isurus oxyrinchus,ATL_N,0.000352098,0.001027913,50.83333333,46.27859003
S286,IOX,Isurus oxyrinchus,ATL_N,0,0,0,0
S287,IOX,Isurus oxyrinchus,ATL_N,0,0,0,0
S288,IOX,Isurus oxyrinchus,ATL_N,0.000103975,0.000248693,57.28571429,35.13966304
S289,IOX,Isurus oxyrinchus,ATL_N,0.000221147,0.000875687,37.56084731,30.66961444
S290,IOX,Isurus oxyrinchus,ATL_N,0.000129003,0.000312783,45.32677571,41.6636199
S291,IOX,Isurus oxyrinchus,ATL_N,0.000581029,0.001361543,62.99849531,37.19085326
S292,IOX,Isurus oxyrinchus,ATL_N,0,0,0,0
S293,IOX,Isurus oxyrinchus,ATL_N,0.000333521,0.000330548,100,NA
S294,IOX,Isurus oxyrinchus,ATL_N,0.00073486,0.001659531,78.53299478,27.22502433
S295,IOX,Isurus oxyrinchus,ATL_N,0.000224411,0.000348451,67.92929293,35.14730615
S296,IOX,Isurus oxyrinchus,ATL_N,0.000208276,0.000578226,54.49786325,47.33648811
S297,IOX,Isurus oxyrinchus,ATL_N,0.000692781,0.002925484,22.9752886,31.33131291
S298,IOX,Isurus oxyrinchus,ATL_N,0,0,0,0
S299,IOX,Isurus oxyrinchus,ATL_N,0.000101187,0.000471852,8.134920635,19.54065194
S300,IOX,Isurus oxyrinchus,ATL_N,0,0,0,0
S301,IOX,Isurus oxyrinchus,ATL_N,0.000162951,0.000480199,40.29187984,28.91951092
S302,IOX,Isurus oxyrinchus,ATL_N,5.37E-05,0.000432849,1.19047619,4.123930494
S303,IOX,Isurus oxyrinchus,ATL_N,0,0,0,0
S304,IOX,Isurus oxyrinchus,ATL_N,0,0,0,0
S305,IOX,Isurus oxyrinchus,ATL_N,0.000220596,0.001388316,6.018518519,12.1418
S306,IOX,Isurus oxyrinchus,ATL_N,0.000578618,0.001015666,67.84754843,25.90403676
S307,IOX,Isurus oxyrinchus,ATL_N,0.00042957,0.001100535,42.97372192,28.09644435
S308,IOX,Isurus oxyrinchus,ATL_N,0.000506745,0.001900488,48.16061254,39.07066695
S309,IOX,Isurus oxyrinchus,ATL_N,0.000471441,0.000969187,72.66995614,37.36162308
S310,IOX,Isurus oxyrinchus,ATL_N,0.000114501,0.000225996,68.98395722,31.00682142
S311,IOX,Isurus oxyrinchus,ATL_N,0.000223236,0.00046176,79.24107143,18.43377038
S312,IOX,Isurus oxyrinchus,ATL_N,0.000256789,0.000341651,84.33333333,15.07389207
S313,IOX,Isurus oxyrinchus,ATL_N,4.95E-05,0.000286366,2.431476569,5.688833988
S314,IOX,Isurus oxyrinchus,PAC_NE,5.91E-06,2.82E-05,17.62523191,36.76997113
S315,IOX,Isurus oxyrinchus,PAC_NE,8.27E-05,0.000225413,22.26325758,30.66077889
S316,IOX,Isurus oxyrinchus,ATL_N,0.0001835,0.000742158,72.72727273,31.70977202
S317,IOX,Isurus oxyrinchus,ATL_N,7.45E-05,0.000179582,35,49.49747468
S318,IOX,Isurus oxyrinchus,ATL_N,0.000272823,0.000570528,100,0
S319,IOX,Isurus oxyrinchus,ATL_N,0.001411569,0.00346077,92.38095238,13.56933986
S320,IOX,Isurus oxyrinchus,ATL_N,0.000696779,0.001611223,100,0
S321,IOX,Isurus oxyrinchus,ATL_N,0.001274962,0.002226344,70.09469697,35.63914887
S322,IOX,Isurus oxyrinchus,ATL_N,0.000527538,0.001053904,62.18201032,21.53786897
S323,IOX,Isurus oxyrinchus,ATL_N,0.001182721,0.002165514,73.20632799,34.23349737
S324,IOX,Isurus oxyrinchus,ATL_N,0.00062488,0.000933087,88.64087302,17.5835065
S325,IOX,Isurus oxyrinchus,ATL_N,0.000504238,0.000803821,76.59722222,24.67070589
S326,IOX,Isurus oxyrinchus,ATL_N,0.00038014,0.000504582,88.77005348,18.83888609
S327,IOX,Isurus oxyrinchus,ATL_N,0.000258573,0.000555981,68.30218855,25.85539014
S328,IOX,Isurus oxyrinchus,ATL_N,0.000283158,0.000321237,89.94652406,17.83805249
S329,IOX,Isurus oxyrinchus,ATL_N,0,0,0,0
S330,IOX,Isurus oxyrinchus,ATL_N,0,0,0,NA
S331,IOX,Isurus oxyrinchus,ATL_N,3.74E-05,0.000107985,22.22222222,38.49001795
S332,IOX,Isurus oxyrinchus,ATL_N,2.92E-05,7.65E-05,18.66666667,20.89657069
S333,IOX,Isurus oxyrinchus,ATL_N,1.05E-05,3.75E-05,17.5,20.91650066
S334,IOX,Isurus oxyrinchus,ATL_N,0.000181349,0.000791094,22.82967033,18.70261795
S335,IOX,Isurus oxyrinchus,ATL_N,0,0,0,0
S336,IOX,Isurus oxyrinchus,ATL_N,0,0,0,0
S337,IOX,Isurus oxyrinchus,ATL_N,0.000598071,0.000908839,100,0
S338,IOX,Isurus oxyrinchus,ATL_N,0.000427783,0.000702564,100,0
S339,IOX,Isurus oxyrinchus,ATL_N,0.000317689,0.000428625,100,0
S340,IOX,Isurus oxyrinchus,ATL_N,0.000189115,0.000136422,100,NA
S341,IOX,Isurus oxyrinchus,ATL_N,0.000242711,0.000313318,74.33333333,20.1246118
S342,IOX,Isurus oxyrinchus,ATL_N,0.000132618,0.000199338,75.83333333,17.59152653
S343,IOX,Isurus oxyrinchus,ATL_N,0.000850273,0.001033787,100,0
S344,IOX,Isurus oxyrinchus,ATL_N,0.00016456,0.000121329,100,0
S345,IOX,Isurus oxyrinchus,ATL_N,0.000304871,0.000331701,100,0
S346,IOX,Isurus oxyrinchus,ATL_N,0.00047076,0.000595962,100,0
S347,IOX,Isurus oxyrinchus,ATL_N,0.000195682,0.000267845,89.1025641,12.80447715
S348,IOX,Isurus oxyrinchus,ATL_N,0.000169898,0.000153868,100,0
S349,IOX,Isurus oxyrinchus,ATL_N,0.000505438,0.000966557,100,0
S350,IOX,Isurus oxyrinchus,ATL_N,0.000168384,0.000177366,88.86153846,12.4784311
S351,IOX,Isurus oxyrinchus,ATL_N,0.000694778,0.000684758,100,0
S352,IOX,Isurus oxyrinchus,ATL_N,0.000125542,7.88E-05,100,0
S353,IOX,Isurus oxyrinchus,ATL_N,0.000307266,0.000383116,86.78571429,18.36770124
S354,IOX,Isurus oxyrinchus,ATL_N,0.000313651,0.000256042,100,NA
S355,IOX,Isurus oxyrinchus,ATL_N,0.000379569,0.000316519,98.33333333,3.333333333
S356,IOX,Isurus oxyrinchus,ATL_N,0.000184296,0.000329455,68.09440559,25.40264535
S357,IOX,Isurus oxyrinchus,ATL_N,0.000102873,0.000108884,93.75,8.838834765
S358,IOX,Isurus oxyrinchus,ATL_N,0.000198623,0.00032701,83.33333333,16.66666667
S359,IOX,Isurus oxyrinchus,ATL_N,0.000222921,0.000331212,92.85714286,14.28571429
S360,IOX,Isurus oxyrinchus,ATL_N,0.000163887,0.000236648,92.85714286,12.37179148
S361,IOX,Isurus oxyrinchus,ATL_N,1.86E-05,3.78E-05,17.54385965,30.38685627
S362,IOX,Isurus oxyrinchus,ATL_N,0.000169525,0.000132366,96.15384615,5.439282932
S363,IOX,Isurus oxyrinchus,ATL_N,0.000330468,0.000378839,100,0
S364,IOX,Isurus oxyrinchus,ATL_N,0.00033537,0.00023713,100,0
S365,IOX,Isurus oxyrinchus,ATL_N,0.000161729,0.000214922,89.95098039,11.93705457
S366,IOX,Isurus oxyrinchus,ATL_N,4.14E-05,8.59E-05,48.88888889,44.76274906
S367,IOX,Isurus oxyrinchus,ATL_N,0.00047038,0.000670078,100,0
S368,IOX,Isurus oxyrinchus,ATL_N,0.000324317,0.000687745,91.33333333,14.45298893
S369,IOX,Isurus oxyrinchus,ATL_N,0.000246152,0.00043198,95.65217391,8.695652174
S370,IOX,Isurus oxyrinchus,ATL_N,0.000373512,0.000571412,74.66666667,42.33464565
S371,IOX,Isurus oxyrinchus,ATL_N,0.003344443,0.008671589,66.83333333,25.70547811
S372,IOX,Isurus oxyrinchus,OTHER,2.29E-05,2.30E-05,90,14.14213562
S373,IOX,Isurus oxyrinchus,OTHER,9.54E-05,9.50E-05,91.66666667,11.78511302
S374,IOX,Isurus oxyrinchus,OTHER,5.51E-05,0.000164547,20,34.64101615
S375,IOX,Isurus oxyrinchus,OTHER,3.37E-05,7.72E-05,41.66666667,11.78511302
S376,IOX,Isurus oxyrinchus,OTHER,5.73E-05,8.65E-05,32.14285714,45.4568645
S377,IOX,Isurus oxyrinchus,OTHER,6.28E-05,0.00013972,45.83333333,50.51814855
S378,IOX,Isurus oxyrinchus,OTHER,0.000191411,0.000356164,44.44444444,50.91750772
S379,IOX,Isurus oxyrinchus,OTHER,1.04E-05,2.69E-05,27.27272727,48.67387395
S380,IOX,Isurus oxyrinchus,ATL_N,5.41E-05,4.86E-05,71.42857143,NA
S381,IOX,Isurus oxyrinchus,ATL_N,4.03E-05,5.87E-05,47.91666667,50.13003923
S382,IOX,Isurus oxyrinchus,ATL_N,0.000471957,0.000924645,66.66666667,47.14045208
S383,IOX,Isurus oxyrinchus,ATL_N,0.00038725,0.000301988,100,NA
S384,IOX,Isurus oxyrinchus,ATL_N,0.00010049,0.000126042,90,17.32050808
S385,IOX,Isurus oxyrinchus,ATL_N,0.00049153,0.001493566,77.22222222,32.24224387
S386,IOX,Isurus oxyrinchus,ATL_N,0.000678256,0.00106491,91.15646259,23.39780071
S387,IOX,Isurus oxyrinchus,ATL_N,0.000206395,0.000149754,100,NA
S388,IOX,Isurus oxyrinchus,ATL_N,0.000348104,0.000260705,100,0
S389,IOX,Isurus oxyrinchus,ATL_N,0.000206915,0.000629202,56.77631579,40.8760153
S390,IOX,Isurus oxyrinchus,ATL_N,0.000184951,0.000231338,77.40384615,21.07722136
S391,IOX,Isurus oxyrinchus,ATL_N,0.000225322,0.000279566,93.58974359,8.78930077
S392,IOX,Isurus oxyrinchus,ATL_N,0.000166432,0.0002798,50,57.73502692
S393,IOX,Isurus oxyrinchus,ATL_N,0.000120369,0.000248005,66.67443667,32.92524634
S394,IOX,Isurus oxyrinchus,AUSTRL,0.001043603,0.002511607,55.95238095,38.10143799
S395,IOX,Isurus oxyrinchus,AUSTRL,0.000170956,0.000409599,36.00861929,35.88368328
S396,IOX,Isurus oxyrinchus,AUSTRL,0.000729707,0.002016479,49.58333333,34.38446839
S397,IOX,Isurus oxyrinchus,ATL_N,4.15E-06,2.07E-05,8.333333333,20.41241452
S404,IOX,Isurus oxyrinchus,AUSTRL,6.81E-06,4.10E-05,2.023809524,4.814107798
S405,IOX,Isurus oxyrinchus,AUSTRL,3.27E-05,0.00015342,7.823278872,11.31496817
S406,IOX,Isurus oxyrinchus,AUSTRL,0,0,0,0
S407,IOX,Isurus oxyrinchus,AUSTRL,0,0,0,0
S408,IOX,Isurus oxyrinchus,AUSTRL,0.000144296,0.000544571,11.34559885,18.39710123
S409,IOX,Isurus oxyrinchus,AUSTRL,0,0,0,0
S410,IOX,Isurus oxyrinchus,AUSTRL,7.20E-05,0.000360582,15.50425024,21.8044628
S411,IOX,Isurus oxyrinchus,AUSTRL,0,0,0,0
S412,IOX,Isurus oxyrinchus,AUSTRL,5.33E-06,3.65E-05,0.877192982,3.038685627
S413,IOX,Isurus oxyrinchus,AUSTRL,7.33E-05,0.000221183,17.22370978,28.2847705
S398,IOX,Isurus oxyrinchus,OTHER,3.52E-05,7.36E-05,33.33333333,26.35231383
S399,IOX,Isurus oxyrinchus,OTHER,0,0,0,0
S400,IOX,Isurus oxyrinchus,OTHER,0,0,0,0
S401,IOX,Isurus oxyrinchus,OTHER,3.54E-06,1.59E-05,3.846153846,7.692307692
S402,IOX,Isurus oxyrinchus,OTHER,5.54E-07,3.50E-06,1.428571429,3.194382825
S403,IOX,Isurus oxyrinchus,OTHER,4.04E-05,0.000114735,21.42857143,25.42161489
S414,IOX,Isurus oxyrinchus,ATL_N,0.000189693,0.00027354,54.5,47.8408821
S415,IOX,Isurus oxyrinchus,ATL_N,0.000257099,0.000366935,83.82352941,32.35294118
S416,IOX,Isurus oxyrinchus,ATL_N,0.00030339,0.000506967,36.5,34.07711842
S417,IOX,Isurus oxyrinchus,ATL_N,0,0,0,NA
S418,IOX,Isurus oxyrinchus,ATL_N,0.00021059,0.000314664,91.66666667,11.78511302
S419,IOX,Isurus oxyrinchus,ATL_N,0.000191256,0.000169129,79.16666667,25
S420,IOX,Isurus oxyrinchus,ATL_N,0.0008285,0.001547936,52.23214286,20.17014152
S421,IOX,Isurus oxyrinchus,ATL_N,0.000341019,0.000456563,61.66666667,33.71997979
S422,IOX,Isurus oxyrinchus,ATL_N,9.55E-05,0.000240277,40.27777778,11.07633447
S423,IOX,Isurus oxyrinchus,ATL_N,0.000180864,0.000309036,64.72222222,36.72133971
S424,IOX,Isurus oxyrinchus,ATL_N,4.68E-05,5.41E-05,66.66666667,47.14045208
S425,IOX,Isurus oxyrinchus,ATL_N,0.000102536,0.000193584,60.41666667,31.45764348
S426,IOX,Isurus oxyrinchus,ATL_N,0.000160058,0.000459173,46.19883041,48.47526417
S427,IOX,Isurus oxyrinchus,ATL_N,0.000131581,0.000222474,71.28205128,31.68508755
S428,IOX,Isurus oxyrinchus,ATL_N,0.000184009,0.000297221,81.25,26.51650429
S429,IOX,Isurus oxyrinchus,ATL_N,0.000409114,0.000935467,58.125,48.4499312
S430,IOX,Isurus oxyrinchus,ATL_N,4.23E-05,6.50E-05,45,7.071067812
S431,IOX,Isurus oxyrinchus,PAC_NE,7.06E-05,0.000291498,9.570441255,19.45330703
S432,IOX,Isurus oxyrinchus,PAC_NE,2.53E-06,2.24E-05,5.092592593,14.49840994
S433,IOX,Isurus oxyrinchus,PAC_NE,5.56E-05,0.000196354,18.48484848,32.01956473
S434,IOX,Isurus oxyrinchus,PAC_NE,2.62E-06,2.23E-05,0.694444444,2.405626122
S435,IOX,Isurus oxyrinchus,PAC_NE,5.43E-05,0.000148986,26.66666667,43.46134937
S436,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,0
S437,IOX,Isurus oxyrinchus,PAC_NE,8.39E-06,7.87E-05,3.018162393,3.340720359
S438,IOX,Isurus oxyrinchus,PAC_NE,0.000140598,0.000515677,15.39366576,15.43929673
S439,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,0
S440,IOX,Isurus oxyrinchus,PAC_NE,0.000107674,0.000479597,20.22163566,22.71912038
S441,IOX,Isurus oxyrinchus,PAC_NE,0.000171734,0.000709005,19.3823809,18.90803685
S442,IOX,Isurus oxyrinchus,PAC_NE,8.80E-06,4.67E-05,7.827380952,11.17029531
S443,IOX,Isurus oxyrinchus,PAC_NE,2.18E-05,0.000159495,2.232142857,5.227045853
S444,IOX,Isurus oxyrinchus,PAC_NE,2.23E-05,8.74E-05,9.027777778,15.45977457
S445,IOX,Isurus oxyrinchus,PAC_NE,8.76E-05,0.000304834,25.70856227,21.30264793
S446,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,0
S447,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,0
S448,IOX,Isurus oxyrinchus,PAC_NE,3.00E-05,8.17E-05,21.64228654,16.1004877
S449,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,0
S450,IOX,Isurus oxyrinchus,PAC_NE,5.53E-06,1.66E-05,10,14.14213562
S451,IOX,Isurus oxyrinchus,PAC_NE,1.99E-05,0.000123092,7.015669516,15.27138067
S452,IOX,Isurus oxyrinchus,PAC_NE,7.08E-05,0.000213724,40.55555556,27.32971972
S453,IOX,Isurus oxyrinchus,PAC_NE,2.86E-05,6.78E-05,43.88888889,37.85938897
S454,IOX,Isurus oxyrinchus,PAC_NE,2.70E-05,0.000152039,14.24603175,27.04620014
S455,IOX,Isurus oxyrinchus,PAC_NE,1.18E-06,5.90E-06,5,11.18033989
S456,IOX,Isurus oxyrinchus,PAC_NE,2.92E-05,0.000123768,5.498066748,10.75532931
S457,IOX,Isurus oxyrinchus,PAC_NE,4.50E-06,2.36E-05,3.611111111,8.286907717
S458,IOX,Isurus oxyrinchus,PAC_NE,3.51E-05,0.0001357,12.80663781,18.84489584
S459,IOX,Isurus oxyrinchus,PAC_NE,3.13E-05,0.000135415,8.718052781,10.33158535
S460,IOX,Isurus oxyrinchus,PAC_NE,2.86E-05,0.000114978,11.1875246,25.17171965
S461,IOX,Isurus oxyrinchus,PAC_NE,7.36E-06,4.31E-05,3.333333333,10.54092553
S462,IOX,Isurus oxyrinchus,PAC_NE,0.000111293,0.000429208,36.05769231,39.35200494
S463,IOX,Isurus oxyrinchus,PAC_NE,0.000222866,0.00058841,32.31922399,33.2737037
S464,IOX,Isurus oxyrinchus,PAC_NE,3.19E-07,2.26E-06,0.751879699,1.9892867
S465,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,0
S466,IOX,Isurus oxyrinchus,PAC_NE,3.90E-05,0.000205527,7.235621521,13.9039332
S467,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,NA
S468,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,NA
S469,IOX,Isurus oxyrinchus,PAC_NE,1.72E-05,3.85E-05,50,70.71067812
S470,IOX,Isurus oxyrinchus,PAC_NE,8.45E-06,2.41E-05,12.5,21.65063509
S471,IOX,Isurus oxyrinchus,PAC_NE,1.78E-05,9.02E-05,3.484848485,9.142530207
S472,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,0
S473,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,NA
S474,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,0
S475,IOX,Isurus oxyrinchus,PAC_NE,4.56E-05,0.00020926,22.65756781,27.93394692
S476,IOX,Isurus oxyrinchus,PAC_NE,3.77E-05,0.000130185,22.34848485,29.24232611
S477,IOX,Isurus oxyrinchus,PAC_NE,3.78E-05,0.000130912,13.07554047,17.67874309
S478,IOX,Isurus oxyrinchus,PAC_NE,9.98E-05,0.000297565,26.35416667,35.02394789
S479,IOX,Isurus oxyrinchus,PAC_NE,0.000171055,0.000533494,25.23148148,25.97888772
S480,IOX,Isurus oxyrinchus,PAC_NE,2.52E-06,7.80E-06,15.88235294,5.823232316
S481,IOX,Isurus oxyrinchus,PAC_NE,0.000132258,0.000225571,75,35.35533906
S482,IOX,Isurus oxyrinchus,PAC_NE,2.49E-06,4.31E-06,33.33333333,NA
S483,IOX,Isurus oxyrinchus,PAC_NE,3.30E-05,0.000112398,38.39285714,42.99333519
S484,IOX,Isurus oxyrinchus,PAC_NE,7.47E-06,3.78E-05,6.637806638,12.51490785
S485,IOX,Isurus oxyrinchus,PAC_NE,0.000100935,0.000344289,22.87878788,32.26703606
S486,IOX,Isurus oxyrinchus,PAC_NE,6.65E-07,7.90E-06,0.925925926,3.207501495
S487,IOX,Isurus oxyrinchus,PAC_NE,2.92E-07,1.54E-06,2.777777778,5.555555556
S488,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,NA
S489,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,NA
S490,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,NA
S491,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,NA
S492,IOX,Isurus oxyrinchus,PAC_NE,1.43E-05,6.40E-05,5.263157895,12.49527738
S493,IOX,Isurus oxyrinchus,PAC_NE,5.81E-05,0.000344844,9.929206255,13.06634569
S494,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,NA
S495,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,NA
S496,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,NA
S497,IOX,Isurus oxyrinchus,PAC_NE,2.21E-05,6.78E-05,22,22.8035085
S498,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,0
S499,IOX,Isurus oxyrinchus,PAC_NE,0.000100312,0.00028109,21.35401635,20.00339647
S500,IOX,Isurus oxyrinchus,PAC_NE,6.82E-07,4.99E-06,4.444444444,13.33333333
S501,IOX,Isurus oxyrinchus,PAC_NE,2.59E-05,6.67E-05,45.47619048,36.76548218
S502,IOX,Isurus oxyrinchus,PAC_NE,3.30E-05,6.77E-05,47.61904762,50.16977978
S503,IOX,Isurus oxyrinchus,PAC_NE,0.000153377,0.000507885,20.31746032,24.67730767
S504,IOX,Isurus oxyrinchus,PAC_NE,5.15E-06,2.18E-05,9.523809524,16.49572198
S505,IOX,Isurus oxyrinchus,PAC_NE,4.79E-05,0.000186533,9.326267057,16.31230974
S506,IOX,Isurus oxyrinchus,PAC_NE,0.000140306,0.000538771,19.61174242,31.48774919
S507,IOX,Isurus oxyrinchus,PAC_NE,1.96E-06,5.45E-06,20.83333333,26.02082499
S508,IOX,Isurus oxyrinchus,PAC_NE,0.00011831,0.000526015,13.15295815,16.91679618
S509,IOX,Isurus oxyrinchus,PAC_NE,7.13E-06,2.94E-05,5.763517528,11.09664444
S510,IOX,Isurus oxyrinchus,PAC_NE,6.88E-06,1.19E-05,25,35.35533906
S511,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,NA
S512,IOX,Isurus oxyrinchus,PAC_NE,5.59E-05,0.000125085,12.5,17.67766953
S513,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,NA
S514,IOX,Isurus oxyrinchus,PAC_NE,4.09E-05,0.000193716,18.88667748,26.37203219
S515,IOX,Isurus oxyrinchus,PAC_NE,3.33E-05,0.00013753,5.664188752,10.89917551
S516,IOX,Isurus oxyrinchus,PAC_NE,2.60E-05,0.000175474,11.5652852,16.56351758
S517,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,NA
S518,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,NA
S519,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,0
S520,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,NA
S521,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,0
S522,IOX,Isurus oxyrinchus,PAC_NE,2.79E-06,1.51E-05,6.277777778,10.59301346
S523,IOX,Isurus oxyrinchus,PAC_NE,2.48E-05,4.96E-05,50,70.71067812
S524,IOX,Isurus oxyrinchus,PAC_NE,0.000183002,0.000140322,100,NA
S525,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,NA
S526,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,NA
S527,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,0
S528,IOX,Isurus oxyrinchus,PAC_NE,6.25E-06,4.74E-05,6.689814815,14.41939277
S529,IOX,Isurus oxyrinchus,PAC_NE,5.32E-05,0.000332898,5.521299956,10.1208795
S530,IOX,Isurus oxyrinchus,PAC_NE,4.83E-05,0.00015226,17.9272085,20.26825969
S531,IOX,Isurus oxyrinchus,PAC_NE,0,0,0,0
S532,IOX,Isurus oxyrinchus,PAC_NE,6.07E-05,0.000544873,13.00438596,28.82367184
S533,IOX,Isurus oxyrinchus,PAC_NE,5.38E-05,0.000285325,10.50563741,10.36744875
S534,IOX,Isurus oxyrinchus,PAC_NE,4.24E-07,2.64E-06,1.666666667,5.270462767
S535,IOX,Isurus oxyrinchus,PAC_NE,4.71E-05,0.000175207,15.26251526,15.76482335
S536,IOX,Isurus oxyrinchus,PAC_NE,4.57E-05,0.000174463,12.44678932,25.65181661
S537,IOX,Isurus oxyrinchus,PAC_NE,1.86E-05,6.88E-05,14.16896408,24.26238629
S538,IOX,Isurus oxyrinchus,PAC_NE,7.89E-07,4.71E-06,3.311688312,7.55963033
S539,IOX,Isurus oxyrinchus,PAC_NE,9.13E-05,0.000531798,9.032157758,12.2993971
S540,IOX,Isurus oxyrinchus,PAC_NE,2.96E-05,0.000133826,7.624136041,10.81398831
S541,IOX,Isurus oxyrinchus,PAC_NE,3.10E-07,2.58E-06,0.568181818,1.884445904
S702,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S703,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S704,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S705,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S706,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S707,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S708,CLO,Carcharhinus longimanus,ATL_N,2.60E-06,2.02E-05,1.155647383,1.983218055
S709,CLO,Carcharhinus longimanus,ATL_N,1.79E-06,1.23E-05,1.904761905,4.567458594
S710,CLO,Carcharhinus longimanus,ATL_N,2.03E-05,7.14E-05,11.94107273,20.15928179
S711,CLO,Carcharhinus longimanus,ATL_N,1.92E-06,1.21E-05,1.25,4.330127019
S712,CLO,Carcharhinus longimanus,ATL_N,3.72E-07,3.47E-06,0.833333333,2.886751346
S713,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S714,CLO,Carcharhinus longimanus,ATL_N,1.16E-05,9.88E-05,0.757575758,2.624319405
S715,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
