"ID","species","tagtype","date","x","y"
"S3","A","PSAT",2016-01-16,-64.76745583,29.19571084
"S3","A","PSAT",2016-01-17,-64.44981339,29.11312368
"S3","A","PSAT",2016-01-18,-64.42134971,28.84707207
"S3","A","PSAT",2016-01-19,-64.59235919,29.44308423
"S3","A","PSAT",2016-01-20,-64.55517045,29.82059647
"S3","A","PSAT",2016-01-21,-65.02909871,29.56211091
"S3","A","PSAT",2016-01-22,-65.57356276,29.45121793
"S3","A","PSAT",2016-01-23,-66.06184381,29.53786584
"S3","A","PSAT",2016-01-24,-66.15017087,29.14094602
"S3","A","PSAT",2016-01-25,-66.52478282,28.9224905
"S3","A","PSAT",2016-01-26,-67.10130786,29.02586113
"S3","A","PSAT",2016-01-27,-67.50232099,28.51194059
"S3","A","PSAT",2016-01-28,-67.71817542,28.09688161
"S3","A","PSAT",2016-01-29,-67.52299118,27.97303011
"S3","A","PSAT",2016-01-30,-66.96441147,28.1641908
"S3","A","PSAT",2016-01-31,-66.96809828,28.0681539
"S3","A","PSAT",2016-02-01,-67.08416626,28.25557982
"S3","A","PSAT",2016-02-02,-66.70375132,28.54189671
"S3","A","PSAT",2016-02-03,-66.37577592,28.88835758
"S3","A","PSAT",2016-02-04,-66.88847704,28.74515801
"S3","A","PSAT",2016-02-05,-66.59567604,28.40463607
"S3","A","PSAT",2016-02-06,-66.48012459,28.30174969
"S3","A","PSAT",2016-02-07,-66.5191428,28.19966904
"S3","A","PSAT",2016-02-08,-66.91831146,27.66876661
"S3","A","PSAT",2016-02-09,-67.41256424,27.24276757
"S3","A","PSAT",2016-02-10,-68.14108237,27.25787642
"S3","A","PSAT",2016-02-11,-68.51462986,27.14681729
"S3","A","PSAT",2016-02-12,-68.55646909,27.34892271
"S3","A","PSAT",2016-02-13,-69.15163412,27.21172259
"S3","A","PSAT",2016-02-14,-68.60371257,27.2586204
"S3","A","PSAT",2016-02-15,-68.54169012,27.65177536
"S3","A","PSAT",2016-02-16,-68.45631381,28.3262219
"S3","A","PSAT",2016-02-17,-68.92379376,28.81136869
"S3","A","PSAT",2016-02-18,-69.03396429,29.35047653
"S3","A","PSAT",2016-02-19,-69.00284904,29.50419491
"S3","A","PSAT",2016-02-20,-68.791409,29.73982583
"S3","A","PSAT",2016-02-21,-68.28362673,29.60701198
"S3","A","PSAT",2016-02-22,-68.39177083,29.65438006
"S3","A","PSAT",2016-02-23,-68.62556233,29.70939209
"S3","A","PSAT",2016-02-24,-68.64624946,29.90456144
"S3","A","PSAT",2016-02-25,-69.04704474,29.94628608
"S3","A","PSAT",2016-02-26,-68.87474416,30.19537662
"S3","A","PSAT",2016-02-27,-68.99744561,30.47472301
"S3","A","PSAT",2016-02-28,-68.97797524,30.17572034
"S3","A","PSAT",2016-02-29,-68.99514282,29.40477609
"S3","A","PSAT",2016-03-01,-69.10965667,29.01164206
"S3","A","PSAT",2016-03-02,-69.16604452,29.21904615
"S3","A","PSAT",2016-03-03,-68.71714381,29.64355145
"S3","A","PSAT",2016-03-04,-68.80232945,30.41380647
"S3","A","PSAT",2016-03-05,-69.23953423,30.52603735
"S3","A","PSAT",2016-03-06,-69.49375995,30.41166558
"S3","A","PSAT",2016-03-07,-69.64969195,30.65184482
"S3","A","PSAT",2016-03-08,-69.00149633,30.49107981
"S3","A","PSAT",2016-03-09,-68.25521878,30.26859633
"S3","A","PSAT",2016-03-10,-68.21914963,30.13253265
"S3","A","PSAT",2016-03-11,-68.64663723,30.34774414
"S3","A","PSAT",2016-03-12,-68.85049979,30.88145746
"S3","A","PSAT",2016-03-13,-68.83330733,30.91181441
"S3","A","PSAT",2016-03-14,-68.50724596,31.36557768
"S3","A","PSAT",2016-03-15,-68.39521461,31.6711172
"S3","A","PSAT",2016-03-16,-68.09912091,31.43379774
"S3","A","PSAT",2016-03-17,-68.35608505,31.36938712
"S3","A","PSAT",2016-03-18,-68.11170295,31.36661294
"S3","A","PSAT",2016-03-19,-68.84033969,31.15199168
"S3","A","PSAT",2016-03-20,-68.57084939,31.31798458
"S3","A","PSAT",2016-03-21,-68.50052715,31.54345162
"S3","A","PSAT",2016-03-22,-68.44695258,32.20267967
"S3","A","PSAT",2016-03-23,-68.04260657,32.72983968
"S3","A","PSAT",2016-03-24,-68.37872673,32.67223304
"S3","A","PSAT",2016-03-25,-69.07025029,32.90392438
"S3","A","PSAT",2016-03-26,-69.68512501,33.14829383
"S3","A","PSAT",2016-03-27,-69.24307285,32.94805389
"S3","A","PSAT",2016-03-28,-69.08283587,33.01223158
"S3","A","PSAT",2016-03-29,-68.96571909,32.80673052
"S3","A","PSAT",2016-03-30,-69.14656628,32.42990577
"S3","A","PSAT",2016-03-31,-69.30031275,32.40333341
"S3","A","PSAT",2016-04-01,-69.98042017,32.36052341
"S3","A","PSAT",2016-04-02,-70.76286165,32.37166112
"S3","A","PSAT",2016-04-03,-70.36828048,32.62376636
"S3","A","PSAT",2016-04-04,-70.01424229,32.92760772
"S3","A","PSAT",2016-04-05,-69.48525259,33.26628955
"S3","A","PSAT",2016-04-06,-69.0663666,33.31062091
"S3","A","PSAT",2016-04-07,-68.50005976,33.5704392
"S3","A","PSAT",2016-04-08,-67.83103357,33.59183081
"S3","A","PSAT",2016-04-09,-67.20994784,33.50879502
"S3","A","PSAT",2016-04-10,-66.90718769,33.52583658
"S3","A","PSAT",2016-04-11,-67.13603683,33.47129298
"S3","A","PSAT",2016-04-12,-66.570749,33.24832659
"S3","A","PSAT",2016-04-13,-66.6873858,33.76688351
"S3","A","PSAT",2016-04-14,-66.33297175,33.77821796
"S3","A","PSAT",2016-04-15,-66.92884093,33.70575225
"S3","A","PSAT",2016-04-16,-67.06580163,33.27785856
"S3","A","PSAT",2016-04-17,-66.61998202,33.05297805
"S3","A","PSAT",2016-04-18,-66.29342087,32.74644703
"S3","A","PSAT",2016-04-19,-66.36746459,32.58933568
"S3","A","PSAT",2016-04-20,-66.36173774,32.7643888
"S3","A","PSAT",2016-04-21,-65.91131604,33.41239891
"S3","A","PSAT",2016-04-22,-65.87075559,33.10055387
"S3","A","PSAT",2016-04-23,-66.5616012,33.20425808
"S3","A","PSAT",2016-04-24,-66.71659087,33.33915671
"S3","A","PSAT",2016-04-25,-66.62147706,32.95975562
"S3","A","PSAT",2016-04-26,-66.03611088,33.05231066
"S3","A","PSAT",2016-04-27,-66.73759821,32.86989256
"S3","A","PSAT",2016-04-28,-66.73483344,32.84653048
"S3","A","PSAT",2016-04-29,-67.40568267,32.57347872
"S3","A","PSAT",2016-04-30,-67.37855294,32.55118278
"S3","A","PSAT",2016-05-01,-67.31159806,33.33202338
"S3","A","PSAT",2016-05-02,-66.9528809,32.96999695
"S3","A","PSAT",2016-05-03,-66.82561195,32.79232592
"S3","A","PSAT",2016-05-04,-66.81044277,33.09293174
"S3","A","PSAT",2016-05-05,-66.5078302,32.99835942
"S3","A","PSAT",2016-05-06,-66.58228141,32.69382192
"S3","A","PSAT",2016-05-07,-66.14342917,33.21056952
"S3","A","PSAT",2016-05-08,-65.84438162,33.12452439
"S3","A","PSAT",2016-05-09,-65.3445725,33.39005171
"S3","A","PSAT",2016-05-10,-64.85645473,33.8508237
"S3","A","PSAT",2016-05-11,-64.41472619,33.59106145
"S3","A","PSAT",2016-05-12,-64.84039268,34.08238272
"S3","A","PSAT",2016-05-13,-64.91139151,33.78805715
"S3","A","PSAT",2016-05-14,-64.93797821,33.97870191
"S3","A","PSAT",2016-05-15,-65.1117701,34.5803976
"S3","A","PSAT",2016-05-16,-65.69810859,34.67133255
"S3","A","PSAT",2016-05-17,-65.62088745,34.70013699
"S3","A","PSAT",2016-05-18,-66.01385285,35.02753804
"S3","A","PSAT",2016-05-19,-66.04542466,35.33419665
"S3","A","PSAT",2016-05-20,-65.97672746,34.9090518
"S3","A","PSAT",2016-05-21,-65.39592984,34.6662196
"S3","A","PSAT",2016-05-22,-64.87076297,34.71268086
"S3","A","PSAT",2016-05-23,-65.18059882,34.68443097
"S3","A","PSAT",2016-05-24,-64.94806769,35.23053456
"S3","A","PSAT",2016-05-25,-64.78379234,35.91424129
"S3","A","PSAT",2016-05-26,-64.62651012,36.56693924
"S3","A","PSAT",2016-05-27,-64.70014359,37.13752564
"S3","A","PSAT",2016-05-28,-64.97598438,37.41294817
"S3","A","PSAT",2016-05-29,-64.98724806,37.19577364
"S3","A","PSAT",2016-05-30,-64.39690113,37.47086031
"S3","A","PSAT",2016-05-31,-64.11343458,37.69938842
"S3","A","PSAT",2016-06-01,-63.84874061,37.99788744
"S3","A","PSAT",2016-06-02,-63.63018281,38.61915155
"S3","A","PSAT",2016-06-03,-63.39282766,38.99471016
"S3","A","PSAT",2016-06-04,-63.97326182,38.80429974
"S3","A","PSAT",2016-06-05,-64.19926828,38.83965863
"S3","A","PSAT",2016-06-06,-64.3821902,39.13206204
"S3","A","PSAT",2016-06-07,-63.94535289,38.56908579
"S3","A","PSAT",2016-06-08,-63.98920541,38.49652764
"S3","A","PSAT",2016-06-09,-63.61543293,37.95519341
"S3","A","PSAT",2016-06-10,-63.57812286,38.03706861
"S3","A","PSAT",2016-06-11,-63.98624051,38.63676653
"S3","A","PSAT",2016-06-12,-64.26857385,39.13079174
"S3","A","PSAT",2016-06-13,-64.49162863,39.35723808
"S3","A","PSAT",2016-06-14,-64.83798839,38.88074986
"S3","A","PSAT",2016-06-15,-65.52223421,39.02105241
"S3","A","PSAT",2016-06-16,-65.67890072,39.52405844
"S3","A","PSAT",2016-06-17,-65.37300085,39.51754391
"S3","A","PSAT",2016-06-18,-65.56627192,39.79428778
"S3","A","PSAT",2016-06-19,-65.41715878,40.24445575
"S3","A","PSAT",2016-06-20,-65.41481456,39.48554843
"S3","A","PSAT",2016-06-21,-65.7026138,39.47690555
"S3","A","PSAT",2016-06-22,-65.02382472,39.381324
"S3","A","PSAT",2016-06-23,-65.07076313,39.17827833
"S3","A","PSAT",2016-06-24,-65.33327056,39.06791424
"S3","A","PSAT",2016-06-25,-65.1696284,39.22361865
"S3","A","PSAT",2016-06-26,-64.82829734,38.68735667
"S3","A","PSAT",2016-06-27,-64.71692507,38.05342758
"S3","A","PSAT",2016-06-28,-64.75412149,37.56298167
"S3","A","PSAT",2016-06-29,-64.39942206,37.37072281
"S3","A","PSAT",2016-06-30,-64.560146,37.42915423
"S3","A","PSAT",2016-07-01,-64.94815978,37.58263646
"S3","A","PSAT",2016-07-02,-64.48374205,38.05299984
"S3","A","PSAT",2016-07-03,-64.40416628,38.08797278
"S3","A","PSAT",2016-07-04,-64.62592814,38.40377706
"S3","A","PSAT",2016-07-05,-64.82410867,38.51215572
"S3","A","PSAT",2016-07-06,-64.94050366,38.8704964
"S3","A","PSAT",2016-07-07,-64.87622368,39.38284408
"S3","A","PSAT",2016-07-08,-65.4386876,38.95994343
"S3","A","PSAT",2016-07-09,-66.02585204,38.46326257
"S3","A","PSAT",2016-07-10,-66.48724568,38.0645987
"S3","A","PSAT",2016-07-11,-66.89052293,37.62777444
"S3","A","PSAT",2016-07-12,-66.34932382,37.63602247
"S3","A","PSAT",2016-07-13,-65.85400384,37.81280305
"S3","A","PSAT",2016-07-14,-66.26450096,37.83159973
"S3","A","PSAT",2016-07-15,-66.18322978,38.38580697
"S3","A","PSAT",2016-07-16,-66.0253013,39.0628377
"S3","A","PSAT",2016-07-17,-66.15007283,39.13692198
"S3","A","PSAT",2016-07-18,-66.3236467,38.5802221
"S3","A","PSAT",2016-07-19,-66.59645902,37.98938909
"S3","A","PSAT",2016-07-20,-67.15459544,38.28087499
"S3","A","PSAT",2016-07-21,-66.89645315,38.15421999
"S3","A","PSAT",2016-07-22,-66.36332301,37.76852551
"S3","A","PSAT",2016-07-23,-66.26415129,37.55832411
"S3","A","PSAT",2016-07-24,-66.9364731,37.41347721
"S3","A","PSAT",2016-07-25,-66.80164316,37.08188967
"S3","A","PSAT",2016-07-26,-66.80222996,37.70893686
"S3","A","PSAT",2016-07-27,-67.02286428,38.08349637
"S3","A","PSAT",2016-07-28,-67.67169056,38.01199317
"S3","A","PSAT",2016-07-29,-67.23270054,38.1424112
"S3","A","PSAT",2016-07-30,-66.95731791,38.334118
"S3","A","PSAT",2016-07-31,-66.77892716,38.14967756
"S3","A","PSAT",2016-08-01,-66.91924232,37.65024993
"S3","A","PSAT",2016-08-02,-67.10033286,37.31657363
"S3","A","PSAT",2016-08-03,-67.15107984,37.35093108
"S3","A","PSAT",2016-08-04,-67.03621244,37.25801462
"S3","A","PSAT",2016-08-05,-67.01531615,37.2935218
"S3","A","PSAT",2016-08-06,-67.07733921,37.67261894
"S3","A","PSAT",2016-08-07,-67.15406846,37.4125078
"S3","A","PSAT",2016-08-08,-67.51328236,37.30890972
"S3","A","PSAT",2016-08-09,-67.48023125,37.01626581
"S3","A","PSAT",2016-08-10,-67.55248257,37.4473766
"S3","A","PSAT",2016-08-11,-67.79243107,37.35855228
"S3","A","PSAT",2016-08-12,-67.68953407,37.95645348
"S3","A","PSAT",2016-08-13,-67.51274706,38.39108936
"S3","A","PSAT",2016-08-14,-67.41126094,38.20638075
"S3","A","PSAT",2016-08-15,-67.09112711,38.21669466
"S3","A","PSAT",2016-08-16,-66.91234051,38.03199589
"S3","A","PSAT",2016-08-17,-67.0280942,38.30879667
"S3","A","PSAT",2016-08-18,-66.89647962,38.78721372
"S3","A","PSAT",2016-08-19,-66.91423305,38.74142239
"S3","A","PSAT",2016-08-20,-66.80790605,38.03071805
"S3","A","PSAT",2016-08-21,-66.99630765,37.58470052
"S3","A","PSAT",2016-08-22,-67.30640403,37.08377623
"S3","A","PSAT",2016-08-23,-67.47923576,36.93117074
"S3","A","PSAT",2016-08-24,-67.73319037,37.06460282
"S3","A","PSAT",2016-08-25,-67.54459171,36.9969827
"S3","A","PSAT",2016-08-26,-67.98390126,36.6787085
"S3","A","PSAT",2016-08-27,-68.02876009,36.90303809
"S3","A","PSAT",2016-08-28,-67.86707829,36.71413784
"S3","A","PSAT",2016-08-29,-67.5292251,36.19703654
"S3","A","PSAT",2016-08-30,-67.16110397,36.80815433
"S3","A","PSAT",2016-08-31,-67.18880382,36.27556452
"S3","A","PSAT",2016-09-01,-66.84096141,36.75004529
"S3","A","PSAT",2016-09-02,-66.90787916,36.73614286
"S3","A","PSAT",2016-09-03,-66.7107038,37.1582036
"S3","A","PSAT",2016-09-04,-67.37134336,37.23614438
"S3","A","PSAT",2016-09-05,-67.02723135,37.12069844
"S3","A","PSAT",2016-09-06,-66.69379721,36.61388696
"S3","A","PSAT",2016-09-07,-66.16459527,36.90238909
"S3","A","PSAT",2016-09-08,-65.85723904,37.42594629
"S3","A","PSAT",2016-09-09,-65.66255521,38.01276842
"S3","A","PSAT",2016-09-10,-65.29814882,38.60810196
"S3","A","PSAT",2016-09-11,-65.04876592,39.01600033
"S3","A","PSAT",2016-09-12,-64.60953174,39.14642865
"S3","A","PSAT",2016-09-13,-64.39731262,39.46443574
"S3","A","PSAT",2016-09-14,-64.14930006,39.03378225
"S3","A","PSAT",2016-09-15,-63.85471905,38.50268974
"S3","A","PSAT",2016-09-16,-63.91801384,38.0097241
"S3","A","PSAT",2016-09-17,-63.44202399,38.13160008
"S3","A","PSAT",2016-09-18,-63.53641988,37.93412285
"S3","A","PSAT",2016-09-19,-63.65172723,37.48252608
"S3","A","PSAT",2016-09-20,-63.9554384,36.79267284
"S3","A","PSAT",2016-09-21,-63.85346027,36.62547133
"S3","A","PSAT",2016-09-22,-63.78870877,36.19908566
"S3","A","PSAT",2016-09-23,-64.39551205,36.19987071
"S3","A","PSAT",2016-09-24,-64.08639363,36.27812491
"S3","A","PSAT",2016-09-25,-64.51777787,36.2650267
"S3","A","PSAT",2016-09-26,-64.53278589,36.48402033
"S3","A","PSAT",2016-09-27,-64.38920386,36.53962121
"S3","A","PSAT",2016-09-28,-63.94492101,37.07064606
"S3","A","PSAT",2016-09-29,-64.10345799,37.01208753
"S3","A","PSAT",2016-09-30,-64.01830164,36.91207585
"S3","A","PSAT",2016-10-01,-63.59066817,37.07666219
"S3","A","PSAT",2016-10-02,-62.97430531,37.35884787
"S3","A","PSAT",2016-10-03,-62.48675744,37.82839267
"S3","A","PSAT",2016-10-04,-62.54494649,37.40220404
"S3","A","PSAT",2016-10-05,-62.47706318,37.31385977
"S3","A","PSAT",2016-10-06,-61.85545389,37.29260813
"S3","A","PSAT",2016-10-07,-61.19782663,37.59816944
"S3","A","PSAT",2016-10-08,-60.69790745,37.93022467
"S3","A","PSAT",2016-10-09,-60.24393441,38.36346871
"S3","A","PSAT",2016-10-10,-60.25850753,37.90046182
"S3","A","PSAT",2016-10-11,-60.06825799,37.51749213
"S3","A","PSAT",2016-10-12,-59.64070641,37.36535905
"S3","A","PSAT",2016-10-13,-59.77048584,36.75547764
"S3","A","PSAT",2016-10-14,-59.80459826,36.22991323
"S3","A","PSAT",2016-10-15,-59.54727387,36.61274644
"S3","A","PSAT",2016-10-16,-59.72797731,36.74864381
"S3","A","PSAT",2016-10-17,-59.28131314,37.10768461
"S3","A","PSAT",2016-10-18,-59.71830544,37.40507805
"S3","A","PSAT",2016-10-19,-59.5591972,37.95857358
"S3","A","PSAT",2016-10-20,-59.39184158,37.62133712
"S3","A","PSAT",2016-10-21,-59.10104911,37.25096346
"S3","A","PSAT",2016-10-22,-59.06331473,37.41991858
"S3","A","PSAT",2016-10-23,-59.50730084,37.42758465
"S3","A","PSAT",2016-10-24,-59.99944757,37.64995597
"S3","A","PSAT",2016-10-25,-59.98998395,37.62688565
"S3","A","PSAT",2016-10-26,-59.50280555,37.65529258
"S3","A","PSAT",2016-10-27,-59.175602,37.26047331
"S3","A","PSAT",2016-10-28,-58.58378177,37.17230199
"S3","A","PSAT",2016-10-29,-58.78559077,36.46798501
"S3","A","PSAT",2016-10-30,-58.86913291,36.09933756
"S3","A","PSAT",2016-10-31,-58.23519295,36.06965437
"S3","A","PSAT",2016-11-01,-58.68851183,35.88835083
"S3","A","PSAT",2016-11-02,-58.64848278,36.51534071
"S3","A","PSAT",2016-11-03,-58.92468956,36.25709089
"S3","A","PSAT",2016-11-04,-59.35043947,36.13142879
"S3","A","PSAT",2016-11-05,-58.77739672,36.36738765
"S3","A","PSAT",2016-11-06,-58.52018135,36.42176514
"S3","A","PSAT",2016-11-07,-58.87207716,36.26386337
"S3","A","PSAT",2016-11-08,-59.31135221,36.97367891
"S3","A","PSAT",2016-11-09,-59.79297424,36.87751631
"S3","A","PSAT",2016-11-10,-60.00948877,37.50823321
"S3","A","PSAT",2016-11-11,-60.09242322,37.49576577
"S3","A","PSAT",2016-11-12,-59.86755707,38.29536991
"S3","A","PSAT",2016-11-13,-59.50250207,38.61600787
"S3","A","PSAT",2016-11-14,-59.25178198,39.1020619
"S3","A","PSAT",2016-11-15,-59.19785027,39.29020557
"S3","A","PSAT",2016-11-16,-59.23597516,38.99338147
"S3","A","PSAT",2016-11-17,-59.47436281,38.71712177
"S3","A","PSAT",2016-11-18,-59.32822436,38.05806826
"S3","A","PSAT",2016-11-19,-58.84627707,37.82183633
"S3","A","PSAT",2016-11-20,-58.31347301,37.42979445
"S3","A","PSAT",2016-11-21,-58.05702856,37.45313747
"S3","A","PSAT",2016-11-22,-57.94490414,37.2865619
"S3","A","PSAT",2016-11-23,-58.26527187,37.00024434
"S3","A","PSAT",2016-11-24,-58.42646686,36.8804776
"S3","A","PSAT",2016-11-25,-58.27373213,36.58052794
"S3","A","PSAT",2016-11-26,-57.51466692,36.62965118
"S3","A","PSAT",2016-11-27,-56.77280767,36.7336667
"S3","A","PSAT",2016-11-28,-56.18209915,36.47620855
"S3","A","PSAT",2016-11-29,-55.81266625,36.20777629
"S3","A","PSAT",2016-11-30,-55.97789756,35.79539159
"S3","A","PSAT",2016-12-01,-55.66362631,35.80145892
"S3","A","PSAT",2016-12-02,-55.4367145,36.09379441
"S3","A","PSAT",2016-12-03,-55.84833056,36.31359321
"S3","A","PSAT",2016-12-04,-56.49082992,36.19651255
"S3","A","PSAT",2016-12-05,-56.46476504,36.43196392
"S3","A","PSAT",2016-12-06,-56.93210291,36.12907717
"S3","A","PSAT",2016-12-07,-57.09979465,35.96709851
"S3","A","PSAT",2016-12-08,-56.75425991,36.28839836
"S3","A","PSAT",2016-12-09,-57.066708,35.99455252
"S3","A","PSAT",2016-12-10,-57.31274854,36.39903168
"S3","A","PSAT",2016-12-11,-57.34890367,36.44635961
"S3","A","PSAT",2016-12-12,-56.9336648,36.36249434
"S3","A","PSAT",2016-12-13,-56.34075478,36.08241729
"S3","A","PSAT",2016-12-14,-56.09200172,36.39477309
"S3","A","PSAT",2016-12-15,-55.67911117,36.94473839
"S3","A","PSAT",2016-12-16,-55.32315901,37.34596916
"S3","A","PSAT",2016-12-17,-55.13022808,37.02522598
"S3","A","PSAT",2016-12-18,-55.22995549,36.45366645
"S3","A","PSAT",2016-12-19,-55.19634869,35.80824843
"S3","A","PSAT",2016-12-20,-55.10695389,35.65789861
"S3","A","PSAT",2016-12-21,-54.73736063,36.03788041
"S3","A","PSAT",2016-12-22,-54.20656415,35.85541566
"S3","A","PSAT",2016-12-23,-53.83837896,35.231662
"S3","A","PSAT",2016-12-24,-53.90109005,34.55610794
"S3","A","PSAT",2016-12-25,-54.0898292,34.17146416
"S3","A","PSAT",2016-12-26,-53.86088369,34.30085085
"S3","A","PSAT",2016-12-27,-54.54434977,34.01512556
"S3","A","PSAT",2016-12-28,-55.07235068,33.59286299
"S3","A","PSAT",2016-12-29,-55.65412183,33.39824747
"S3","A","PSAT",2016-12-30,-55.3581825,33.46926912
"S3","A","PSAT",2016-12-31,-55.75859836,34.00445007
"S3","A","PSAT",2017-01-01,-55.99676417,34.60088469
"S4","B","SPOT",2012-01-01,-33.71741284,-26.56735591
"S4","B","SPOT",2012-01-02,-34.04413305,-26.82923283
"S4","B","SPOT",2012-01-03,-33.87665076,-27.31591109
"S4","B","SPOT",2012-01-04,-33.90412235,-27.62662493
"S4","B","SPOT",2012-01-05,-34.22701299,-28.24709231
"S4","B","SPOT",2012-01-06,-34.58851903,-28.83416959
"S4","B","SPOT",2012-01-07,-34.86821695,-28.45208359
"S4","B","SPOT",2012-01-08,-35.2599744,-28.63610851
"S4","B","SPOT",2012-01-09,-35.32565683,-28.82602546
"S4","B","SPOT",2012-01-10,-35.57001438,-28.91323188
"S4","B","SPOT",2012-01-11,-35.46062479,-28.30812148
"S4","B","SPOT",2012-01-12,-35.41424434,-28.33435271
"S4","B","SPOT",2012-01-13,-35.87155141,-28.27104238
"S4","B","SPOT",2012-01-14,-36.39828794,-27.95154961
"S4","B","SPOT",2012-01-15,-36.71542051,-28.32742704
"S4","B","SPOT",2012-01-16,-36.89827675,-27.90821926
"S4","B","SPOT",2012-01-17,-36.54447128,-27.75775648
"S4","B","SPOT",2012-01-18,-36.64229872,-28.24604838
"S4","B","SPOT",2012-01-19,-36.71028717,-28.44407529
"S4","B","SPOT",2012-01-20,-36.65955646,-28.82268771
"S4","B","SPOT",2012-01-21,-36.84230747,-29.28521572
"S4","B","SPOT",2012-01-22,-37.55035785,-29.39791249
"S4","B","SPOT",2012-01-23,-37.47971192,-29.90880542
"S4","B","SPOT",2012-01-24,-37.62143274,-29.88980946
"S4","B","SPOT",2012-01-25,-37.52419939,-29.12313503
"S4","B","SPOT",2012-01-26,-36.99247307,-28.72578141
"S4","B","SPOT",2012-01-27,-36.94225607,-28.75807992
"S4","B","SPOT",2012-01-28,-37.23293402,-28.78804971
"S4","B","SPOT",2012-01-29,-37.01003786,-28.97142704
"S4","B","SPOT",2012-01-30,-37.25322301,-28.72868193
"S4","B","SPOT",2012-01-31,-37.36446887,-28.51782175
"S4","B","SPOT",2012-02-01,-36.77624963,-28.38087682
"S4","B","SPOT",2012-02-02,-36.85136838,-28.86901502
"S4","B","SPOT",2012-02-03,-36.37780145,-29.09807428
"S4","B","SPOT",2012-02-04,-35.90692431,-29.10645738
"S4","B","SPOT",2012-02-05,-36.1552359,-29.72909109
"S4","B","SPOT",2012-02-06,-35.9845505,-29.96097623
"S4","B","SPOT",2012-02-07,-36.10475402,-29.98734222
"S4","B","SPOT",2012-02-08,-35.6092378,-29.78277032
"S4","B","SPOT",2012-02-09,-35.44896431,-30.39653651
"S4","B","SPOT",2012-02-10,-35.58068482,-30.49631034
"S4","B","SPOT",2012-02-11,-34.94640931,-30.76717403
"S4","B","SPOT",2012-02-12,-34.66591919,-31.16165019
"S4","B","SPOT",2012-02-13,-34.0250569,-31.25262358
"S4","B","SPOT",2012-02-14,-33.38865874,-30.94243012
"S4","B","SPOT",2012-02-15,-33.39861145,-31.06791476
"S4","B","SPOT",2012-02-16,-33.73703443,-30.98928743
"S4","B","SPOT",2012-02-17,-34.25697129,-31.0569316
"S4","B","SPOT",2012-02-18,-33.60116842,-31.01098238
"S4","B","SPOT",2012-02-19,-33.67641907,-31.04172769
"S4","B","SPOT",2012-02-20,-33.4842404,-30.793931
"S4","B","SPOT",2012-02-21,-33.59292823,-30.98173653
"S4","B","SPOT",2012-02-22,-33.68040833,-31.39822763
"S4","B","SPOT",2012-02-23,-34.05316139,-31.21264794
"S4","B","SPOT",2012-02-24,-34.04259074,-31.66776454
"S4","B","SPOT",2012-02-25,-33.82166573,-31.71297341
"S4","B","SPOT",2012-02-26,-33.29314557,-31.43093437
"S4","B","SPOT",2012-02-27,-33.31277085,-31.10145866
"S4","B","SPOT",2012-02-28,-33.73385422,-31.20739053
"S4","B","SPOT",2012-02-29,-34.08765715,-30.83547612
"S4","B","SPOT",2012-03-01,-34.42767651,-31.06956177
"S4","B","SPOT",2012-03-02,-34.19962882,-31.44092501
"S4","B","SPOT",2012-03-03,-34.61999331,-30.92839553
"S4","B","SPOT",2012-03-04,-35.00843365,-30.41666626
"S4","B","SPOT",2012-03-05,-35.33996612,-30.6246128
"S4","B","SPOT",2012-03-06,-35.58363865,-31.31519174
"S4","B","SPOT",2012-03-07,-35.14723885,-31.45726739
"S4","B","SPOT",2012-03-08,-34.73037898,-31.36906383
"S4","B","SPOT",2012-03-09,-34.64578397,-30.74621287
"S4","B","SPOT",2012-03-10,-34.80582111,-30.28141307
"S4","B","SPOT",2012-03-11,-34.37393481,-29.79034585
"S4","B","SPOT",2012-03-12,-33.9153232,-29.19090746
"S4","B","SPOT",2012-03-13,-33.60270185,-28.5813323
"S4","B","SPOT",2012-03-14,-33.77382851,-28.4890723
"S4","B","SPOT",2012-03-15,-33.66533093,-29.07197059
"S4","B","SPOT",2012-03-16,-33.22574776,-29.4313413
"S4","B","SPOT",2012-03-17,-33.62474945,-29.03963632
"S4","B","SPOT",2012-03-18,-33.3964065,-28.92516747
"S4","B","SPOT",2012-03-19,-33.43986161,-28.95616249
"S4","B","SPOT",2012-03-20,-33.56590147,-28.79854707
"S4","B","SPOT",2012-03-21,-33.9999382,-28.48453192
"S4","B","SPOT",2012-03-22,-33.71186705,-28.85051679
"S4","B","SPOT",2012-03-23,-33.56418745,-28.57360197
"S4","B","SPOT",2012-03-24,-34.15515434,-28.75474522
"S4","B","SPOT",2012-03-25,-34.19710464,-28.76281075
"S4","B","SPOT",2012-03-26,-34.68170379,-28.79236337
"S4","B","SPOT",2012-03-27,-35.37338522,-28.66492642
"S4","B","SPOT",2012-03-28,-35.24636371,-28.50896134
"S4","B","SPOT",2012-03-29,-35.41045395,-28.18703784
"S4","B","SPOT",2012-03-30,-35.53698051,-27.49981978
"S4","B","SPOT",2012-03-31,-35.16493137,-26.97133406
"S4","B","SPOT",2012-04-01,-34.73068965,-26.3981607
"S4","B","SPOT",2012-04-02,-34.24283031,-26.75052528
"S4","B","SPOT",2012-04-03,-33.93668773,-27.30211407
"S4","B","SPOT",2012-04-04,-33.75142532,-27.95191349
"S4","B","SPOT",2012-04-05,-33.73787012,-28.04006527
